"package","declared","declared_recursive","without_base","without_base_recursive","without_installed","without_installed_recursive","reverse","reverse_recursive","badge_url"
"ALS",2,2,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"ALSCPC",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ALSM",5,69,3,60,3,52,0,0,"https://img.shields.io/badge/dependencies-3/52-green?style=flat"
"altair",7,31,6,24,6,22,0,0,"https://img.shields.io/badge/dependencies-6/22-orange?style=flat"
"alterryx",5,13,4,10,4,10,0,0,"https://img.shields.io/badge/dependencies-4/10-green?style=flat"
"altmeta",10,22,5,14,4,9,0,0,"https://img.shields.io/badge/dependencies-4/9-green?style=flat"
"ALTopt",3,9,2,3,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"altR2",2,4,2,4,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"amap",0,0,0,0,0,0,7,7,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AMAP.Seq",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ambhasGW",4,12,3,6,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"ambient",4,6,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"AMCP",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AMCTestmakeR",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ameco",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"Amelia",8,8,3,3,2,2,4,5,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"amelie",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"amen",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AmericanCallOpt",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"amerika",0,0,0,0,0,0,2,2,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AmesHousing",2,26,2,22,2,22,0,0,"https://img.shields.io/badge/dependencies-2/22-green?style=flat"
"AMGET",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AMIAS",4,13,3,7,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"AmigaFFH",4,8,1,3,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"aml",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"ammistability",7,95,5,87,5,79,0,0,"https://img.shields.io/badge/dependencies-5/79-orange?style=flat"
"AMModels",2,16,1,9,1,6,0,0,"https://img.shields.io/badge/dependencies-1/6-green?style=flat"
"AmmoniaConcentration",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"aMNLFA",11,111,7,102,7,96,0,0,"https://img.shields.io/badge/dependencies-7/96-orange?style=flat"
"AMOEBA",3,35,3,28,3,21,0,0,"https://img.shields.io/badge/dependencies-3/21-green?style=flat"
"AMORE",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AmostraBrasil",7,18,6,11,5,9,0,0,"https://img.shields.io/badge/dependencies-5/9-orange?style=flat"
"ampd",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ampir",5,90,4,80,4,69,0,0,"https://img.shields.io/badge/dependencies-4/69-green?style=flat"
"AMPLE",6,73,6,65,6,60,0,0,"https://img.shields.io/badge/dependencies-6/60-orange?style=flat"
"AMR",13,71,13,63,13,58,0,0,"https://img.shields.io/badge/dependencies-13/58-red?style=flat"
"amt",30,121,25,113,23,103,0,0,"https://img.shields.io/badge/dependencies-23/103-red?style=flat"
"AmyloGram",4,42,4,35,4,32,0,0,"https://img.shields.io/badge/dependencies-4/32-green?style=flat"
"AnaCoDa",3,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"anacor",7,69,3,60,3,52,0,0,"https://img.shields.io/badge/dependencies-3/52-green?style=flat"
"analogsea",6,14,4,10,4,10,0,0,"https://img.shields.io/badge/dependencies-4/10-green?style=flat"
"analogue",9,19,6,12,3,6,3,3,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"analogueExtra",3,60,3,52,3,45,0,0,"https://img.shields.io/badge/dependencies-3/45-green?style=flat"
"analysisPipelines",10,67,9,59,9,54,0,0,"https://img.shields.io/badge/dependencies-9/54-orange?style=flat"
"analyz",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AnalyzeFMRI",4,11,3,6,3,6,1,1,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"anapuce",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AncestryMapper",6,7,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"anchors",2,7,2,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"AnDE",4,11,4,7,3,6,0,0,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"andrews",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"Andromeda",9,35,8,30,8,30,0,0,"https://img.shields.io/badge/dependencies-8/30-orange?style=flat"
"anesrake",2,96,2,88,2,78,0,0,"https://img.shields.io/badge/dependencies-2/78-green?style=flat"
"AnglerCreelSurveySimulation",4,59,2,51,2,46,0,0,"https://img.shields.io/badge/dependencies-2/46-green?style=flat"
"anglr",20,103,19,95,19,89,0,0,"https://img.shields.io/badge/dependencies-19/89-red?style=flat"
"angstroms",6,38,6,31,6,29,0,0,"https://img.shields.io/badge/dependencies-6/29-orange?style=flat"
"aniDom",1,21,1,13,1,8,0,0,"https://img.shields.io/badge/dependencies-1/8-green?style=flat"
"anim.plots",1,7,1,5,1,5,0,0,"https://img.shields.io/badge/dependencies-1/5-green?style=flat"
"AnimalHabitatNetwork",3,55,2,47,2,42,0,0,"https://img.shields.io/badge/dependencies-2/42-green?style=flat"
"animalTrack",1,44,1,38,1,37,0,0,"https://img.shields.io/badge/dependencies-1/37-green?style=flat"
"animaltracker",22,114,22,106,22,99,0,0,"https://img.shields.io/badge/dependencies-22/99-red?style=flat"
"animation",1,6,1,4,1,4,20,58,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"anipaths",8,80,7,72,6,67,0,0,"https://img.shields.io/badge/dependencies-6/67-orange?style=flat"
"aniview",2,7,2,5,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"anMC",3,6,3,3,3,3,1,5,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"ANN2",7,59,6,51,6,46,0,0,"https://img.shields.io/badge/dependencies-6/46-orange?style=flat"
"AnnotationBustR",2,18,2,10,2,7,0,0,"https://img.shields.io/badge/dependencies-2/7-green?style=flat"
"AnnotLists",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AnnuityRIR",6,71,5,63,5,57,0,0,"https://img.shields.io/badge/dependencies-5/57-orange?style=flat"
"anocva",1,5,1,1,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"anoint",7,16,3,9,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"ANOM",5,74,5,66,5,59,0,0,"https://img.shields.io/badge/dependencies-5/59-orange?style=flat"
"anomalize",13,126,13,117,13,106,0,0,"https://img.shields.io/badge/dependencies-13/106-red?style=flat"
"anomaly",11,92,10,84,10,78,0,0,"https://img.shields.io/badge/dependencies-10/78-red?style=flat"
"anominate",5,18,4,11,4,8,0,0,"https://img.shields.io/badge/dependencies-4/8-green?style=flat"
"ANOVA.TFNs",1,5,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"ANOVAIREVA",7,122,6,112,6,104,0,0,"https://img.shields.io/badge/dependencies-6/104-orange?style=flat"
"ANOVAreplication",6,24,2,18,2,18,0,0,"https://img.shields.io/badge/dependencies-2/18-green?style=flat"
"ANOVAShiny",7,117,6,107,6,95,0,0,"https://img.shields.io/badge/dependencies-6/95-orange?style=flat"
"AntAngioCOOL",4,90,4,81,3,70,0,0,"https://img.shields.io/badge/dependencies-3/70-green?style=flat"
"antaresEditObject",5,34,4,29,4,29,0,0,"https://img.shields.io/badge/dependencies-4/29-green?style=flat"
"antaresProcessing",4,32,2,27,2,27,1,1,"https://img.shields.io/badge/dependencies-2/27-green?style=flat"
"antaresRead",8,31,6,26,6,26,3,3,"https://img.shields.io/badge/dependencies-6/26-orange?style=flat"
"antaresViz",24,136,20,128,20,119,0,0,"https://img.shields.io/badge/dependencies-20/119-red?style=flat"
"anthro",1,16,1,9,1,6,0,0,"https://img.shields.io/badge/dependencies-1/6-green?style=flat"
"AnthropMMD",4,147,4,138,4,125,0,0,"https://img.shields.io/badge/dependencies-4/125-green?style=flat"
"Anthropometry",9,106,9,96,8,87,2,2,"https://img.shields.io/badge/dependencies-8/87-orange?style=flat"
"antiword",1,1,1,1,1,1,2,6,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"AntWeb",5,18,5,14,5,14,0,0,"https://img.shields.io/badge/dependencies-5/14-orange?style=flat"
"anyflights",13,76,12,70,12,70,0,0,"https://img.shields.io/badge/dependencies-12/70-red?style=flat"
"anyLib",5,82,5,76,5,76,0,0,"https://img.shields.io/badge/dependencies-5/76-orange?style=flat"
"anytime",2,4,2,2,2,2,12,29,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"aod",2,2,0,0,0,0,11,11,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"aods3",3,19,2,11,1,6,1,1,"https://img.shields.io/badge/dependencies-1/6-green?style=flat"
"aof",1,5,1,3,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"aoos",4,41,2,35,2,35,2,4,"https://img.shields.io/badge/dependencies-2/35-green?style=flat"
"Aoptbdtvc",2,7,2,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"aoristic",8,75,7,67,6,61,0,0,"https://img.shields.io/badge/dependencies-6/61-orange?style=flat"
"aos",2,7,2,5,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"apa",7,73,7,63,7,58,0,0,"https://img.shields.io/badge/dependencies-7/58-orange?style=flat"
"ApacheLogProcessor",5,13,3,8,3,7,0,0,"https://img.shields.io/badge/dependencies-3/7-green?style=flat"
"apaTables",8,76,5,67,4,59,0,0,"https://img.shields.io/badge/dependencies-4/59-green?style=flat"
"apaText",2,27,1,22,1,22,0,0,"https://img.shields.io/badge/dependencies-1/22-green?style=flat"
"apc",1,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"APCanalysis",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"apcf",2,4,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apcluster",6,9,2,3,1,1,6,6,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"aPCoA",6,86,6,77,5,68,0,0,"https://img.shields.io/badge/dependencies-5/68-orange?style=flat"
"apdesign",1,8,1,2,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ape",9,11,3,3,1,1,213,279,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apercu",1,5,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apex",7,106,3,97,3,88,1,1,"https://img.shields.io/badge/dependencies-3/88-green?style=flat"
"apexcharter",6,67,6,59,6,54,0,0,"https://img.shields.io/badge/dependencies-6/54-orange?style=flat"
"APFr",2,2,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"APfun",5,13,4,7,4,5,2,2,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"aphid",5,17,3,9,3,7,3,3,"https://img.shields.io/badge/dependencies-3/7-green?style=flat"
"APIS",6,60,4,51,4,45,0,0,"https://img.shields.io/badge/dependencies-4/45-green?style=flat"
"aplore3",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"aplot",4,55,3,47,3,42,0,0,"https://img.shields.io/badge/dependencies-3/42-green?style=flat"
"aplpack",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"APML0",3,10,3,4,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"apmsWAPP",8,20,8,14,8,12,0,0,"https://img.shields.io/badge/dependencies-8/12-orange?style=flat"
"apng",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apollo",16,31,12,24,12,21,0,0,"https://img.shields.io/badge/dependencies-12/21-red?style=flat"
"APPEstimation",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apple",1,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AppliedPredictiveModeling",6,23,6,16,4,11,0,0,"https://img.shields.io/badge/dependencies-4/11-green?style=flat"
"appnn",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"approximator",2,4,2,2,2,2,1,1,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"approxmatch",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"aprean3",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"apricom",6,109,4,101,4,90,0,0,"https://img.shields.io/badge/dependencies-4/90-green?style=flat"
"aprof",4,30,1,24,1,24,0,0,"https://img.shields.io/badge/dependencies-1/24-green?style=flat"
"APSIM",8,34,6,27,6,26,1,3,"https://img.shields.io/badge/dependencies-6/26-orange?style=flat"
"APSIMBatch",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"apsimr",6,61,6,53,4,48,0,0,"https://img.shields.io/badge/dependencies-4/48-green?style=flat"
"apsrtable",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"apt",3,78,3,69,3,61,0,0,"https://img.shields.io/badge/dependencies-3/61-green?style=flat"
"APtools",5,11,2,4,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"apTreeshape",5,19,5,11,5,8,3,3,"https://img.shields.io/badge/dependencies-5/8-orange?style=flat"
"apyramid",7,60,7,52,7,47,0,0,"https://img.shields.io/badge/dependencies-7/47-orange?style=flat"
"AQLSchemes",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"aqp",17,30,11,23,8,20,4,7,"https://img.shields.io/badge/dependencies-8/20-orange?style=flat"
"aqr",2,11,2,5,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"AQuadtree",4,31,2,24,2,23,0,0,"https://img.shields.io/badge/dependencies-2/23-green?style=flat"
"AquaEnv",4,4,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"AR",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"ar.matrix",4,11,4,5,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"arabicStemR",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ArArRedux",5,5,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arc",6,15,4,7,3,5,0,0,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"ARCensReg",7,19,4,11,4,8,0,0,"https://img.shields.io/badge/dependencies-4/8-green?style=flat"
"ArchaeoChron",8,118,4,110,4,104,0,0,"https://img.shields.io/badge/dependencies-4/104-green?style=flat"
"ArchaeoPhases",14,109,10,101,10,95,2,2,"https://img.shields.io/badge/dependencies-10/95-red?style=flat"
"archdata",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"archetypal",7,23,6,16,5,13,0,0,"https://img.shields.io/badge/dependencies-5/13-orange?style=flat"
"archetypes",4,5,2,2,2,2,2,3,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"archiDART",11,70,6,62,6,59,0,0,"https://img.shields.io/badge/dependencies-6/59-orange?style=flat"
"archivist",8,33,8,29,8,29,3,3,"https://img.shields.io/badge/dependencies-8/29-orange?style=flat"
"archivist.github",5,36,5,31,5,31,0,0,"https://img.shields.io/badge/dependencies-5/31-orange?style=flat"
"ArCo",3,14,3,8,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"arcos",6,40,6,34,6,34,0,0,"https://img.shields.io/badge/dependencies-6/34-orange?style=flat"
"ArDec",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ARDL",7,78,7,69,7,60,0,0,"https://img.shields.io/badge/dependencies-7/60-orange?style=flat"
"areal",5,37,5,30,5,27,0,0,"https://img.shields.io/badge/dependencies-5/27-orange?style=flat"
"areaplot",3,3,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arena2r",12,74,10,66,10,61,0,0,"https://img.shields.io/badge/dependencies-10/61-red?style=flat"
"arfima",2,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"ArfimaMLM",3,26,3,18,3,13,0,0,"https://img.shields.io/badge/dependencies-3/13-green?style=flat"
"argo",7,18,7,12,5,8,0,0,"https://img.shields.io/badge/dependencies-5/8-orange?style=flat"
"argon2",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"argonDash",3,24,3,19,3,19,1,1,"https://img.shields.io/badge/dependencies-3/19-green?style=flat"
"argonR",3,7,2,5,2,5,2,2,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"argosfilter",0,0,0,0,0,0,2,2,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"argparse",3,4,3,3,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"argparser",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ArgumentCheck",0,0,0,0,0,0,2,3,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ARHT",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"ari",10,69,9,63,9,62,0,0,"https://img.shields.io/badge/dependencies-9/62-orange?style=flat"
"ARIbrain",3,6,3,4,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"aricode",2,9,2,3,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"arkdb",4,16,2,12,2,12,1,1,"https://img.shields.io/badge/dependencies-2/12-green?style=flat"
"arkhe",1,1,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arm",11,21,6,13,3,8,23,53,"https://img.shields.io/badge/dependencies-3/8-green?style=flat"
"armada",14,36,11,29,11,25,0,0,"https://img.shields.io/badge/dependencies-11/25-red?style=flat"
"armspp",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"arnie",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"AROC",11,99,7,91,5,80,0,0,"https://img.shields.io/badge/dependencies-5/80-orange?style=flat"
"aroma.affymetrix",14,31,12,23,11,21,1,1,"https://img.shields.io/badge/dependencies-11/21-red?style=flat"
"aroma.apd",4,7,4,4,4,4,1,2,"https://img.shields.io/badge/dependencies-4/4-green?style=flat"
"aroma.cn",8,26,8,20,8,19,0,0,"https://img.shields.io/badge/dependencies-8/19-orange?style=flat"
"aroma.core",15,25,13,19,13,18,4,4,"https://img.shields.io/badge/dependencies-13/18-red?style=flat"
"Arothron",17,75,11,66,11,59,1,1,"https://img.shields.io/badge/dependencies-11/59-red?style=flat"
"ARpLMEC",13,18,9,11,7,8,0,0,"https://img.shields.io/badge/dependencies-7/8-orange?style=flat"
"ARPobservation",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arpr",1,1,1,1,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"aRpsDCA",2,2,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arrangements",3,3,2,2,2,2,5,9,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"arrApply",2,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"ArrayBin",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"arrayhelpers",3,3,1,1,1,1,5,8,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"arrow",10,17,8,13,8,13,0,0,"https://img.shields.io/badge/dependencies-8/13-orange?style=flat"
"ars",0,0,0,0,0,0,4,6,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"arse",2,29,2,23,2,23,0,0,"https://img.shields.io/badge/dependencies-2/23-green?style=flat"
"arsenal",3,15,1,11,1,11,1,1,"https://img.shields.io/badge/dependencies-1/11-green?style=flat"
"ART",2,67,1,58,1,50,0,0,"https://img.shields.io/badge/dependencies-1/50-green?style=flat"
"artfima",2,2,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"ARTIVA",3,18,3,12,2,8,0,0,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"ARTool",5,70,5,61,5,53,0,0,"https://img.shields.io/badge/dependencies-5/53-orange?style=flat"
